csvbase_row_id,Datum,Förmiddag / Eftermiddag,Skola / Grupp,Klass,Art,Element,Del,Sida,Region,Antal fragment,Vikt (g),Mĺtt (mm),Fusionering,Tandslitage ,Ĺlder,Kön,Weathering,Trampling,Gnag,Eldpĺverkan,Slaktspĺr,Bearbetning,Patologi,Kommentar,Övrigt,col26
904,2023-08-10,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Dens,Incisive,,Tänder,1,"<0,1",,,,,,,,,,,,,Framtand frĺn fĺr/get,,904
905,2023-08-10,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Dens,dPM1+,Dexter,Tänder,1,"0,3",,,,,,,,,,,,,"Möjlktand, premolar frĺn fĺr/get, höger överkäke",,905
906,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,,,,,Obestämbart fragment,,906
907,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"1,3",,,,,,1,,,B,,,,"Svartbränt revbensfragment, troligen fĺr/get",,907
908,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"2,2",,,,,,,,,,M,,,"Obestämbart rörbensfragment, märgspaltad",,908
909,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"2,1",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,909
910,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,4",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,910
911,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Vertebra,,,Bĺl,1,"4,7",,,,,,,,,,H,,,"Kotfragment frĺn däggdjur, kapad",,911
912,2023-04-13,FM,Vĺrfruskolan,5A+B,Fĺr/get (Ovis/capra),Radius,Proximal diafys,Sinister,Övre extremitet,1,"3,5",,,,,,,,,Y,,,,Gulbränt strĺlbensfragment frĺn fĺr/get,,912
913,2023-04-13,FM,Vĺrfruskolan,5A+B,Gnagare (Rodentia),Femur,"Proximal, proximal diafys",Sinister,Övre extremitet,1,"<0,1",,,,,,,,,,,,,"Lĺrbensfragment frĺn gnagare, troligen sork. Vänster",,913
914,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Femur,"Distal epifys, epicondylus",,Övre extremitet,1,"3,1",,U,,,,,,,,,,,"Nedre ledytfragment frĺn däggdjurs lĺrbens, sannolikt fĺr/get",Möjligt bestämbar,914
915,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"2,7",,,,,,,,,,H,,,"Obestämbart fragment, kapad",,915
916,2023-04-13,FM,Vĺrfruskolan,5A+B,Fĺgel (Aves),Obestämd,,,Okänd,1,"2,1",,,,,,,,,,,,,"Obestämbart fragment, troligen fĺgel.",Möjligt bestämbar,916
917,2023-04-13,FM,Vĺrfruskolan,5A+B,Svin (Sus sp.),Carpi ulnare,Komplett,Sinister,Nedre extremitet,1,"0,5",,,,,,,,,,,,,"Handlovsben frĺn svin, vänster",,917
918,2023-04-13,FM,Vĺrfruskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,6",,,,,,,,,,,,,Obestämbara tandfragment,,918
919,2023-04-13,FM,Vĺrfruskolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"4,2",,,,,,,,,,,,,Tandfragment frĺn idisslare,,919
920,2023-04-13,FM,Vĺrfruskolan,5A+B,Svin (Sus sp.),Dentes,M,,Tänder,2,"1,1",,,,,,,,,,,,,Svinmolarfragment,,920
921,2023-04-13,FM,Vĺrfruskolan,5A+B,Nötkreatur (Bos taurus),Dens,M,,Tänder,1,"2,9",,,,,,,,,,,,,Molarfragment frĺn nötkreatur,,921
922,2023-04-13,FM,Vĺrfruskolan,5A+B,Fĺr/get (Ovis/capra),Dens,Incisive,,Tänder,1,"0,6",,,,,,,,,,,,,Framtand frĺn fĺr/get,,922
923,2023-04-13,FM,Vĺrfruskolan,5A+B,Fĺr/get (Ovis/capra),Dens,dM1+,Sinister,Tänder,1,"1,4",,,,,,,,,,,,,Första mjölkmolar frĺn fĺr/gets vänstra överkäke,"Bovider har ej mjölkmolar, antingen är det första molar eller tredje mjölkpremolar. Leta upp bilder/referens",923
924,2023-04-13,FM,Vĺrfruskolan,5A+B,Nötkreatur (Bos taurus),Dens,PM3-,Sinister,Tänder,1,"5,1",,,,,,,,,,,,,Tredje premolar frĺn nötkreaturs vänstra underkäke,,924
925,2023-04-13,FM,Vĺrfruskolan,5A+B,Svin (Sus sp.),Dens,Incisive-,,Tänder,1,"0,6",,,,,,,,,,,,,Framtandsfragment frĺn svins underkäke,,925
926,2023-04-13,FM,Vĺrfruskolan,5A+B,Svin (Sus sp.),Dens,Incisive+,,Tänder,1,"0,4",,,,,,,,,,,,,Framtandsfragment frĺn svins överkäke,,926
927,2023-04-13,FM,Vĺrfruskolan,5A+B,Svin (Sus sp.),Dens,Incisive+,,Tänder,1,1,,,,,,,,,,,,,Framtand frĺn svins överkäke,,927
928,2023-08-03,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,928
929,2023-08-03,EM,Ark.utg.vuxna,,Gnagare (Rodentia),Tibia,,,Övre extremitet,1,"<0,1",,,,,,,,,,,,,Skenbensfragment frĺn gnagare,,929
930,2023-08-03,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"2,9",,,,,,,,,,,,,Obestämbara fragment,,930
931,2023-08-03,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,6",,,,,,,,,R,,,,"Rödbrända fragment, okänd art",,931
932,2023-08-03,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,5",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,932
933,2023-08-03,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Os longum,,,Okänd,1,2,,,,,,,,,,,,,Obestämbart rörbensfragment,,933
934,2023-07-28,EM,Ark.utg.familj,,Svin (Sus sp.),Fibula,Distal diafys,Dexter,Övre extremitet,1,"1,4",,U,,"< 2,5 ĺr",,,,,,,,,"Nedre del av svins högra vadben, ung individ",,934
935,2023-07-28,EM,Ark.utg.familj,,Svin (Sus sp.),Costa,"Caput, collum",Dexter,Bĺl,1,"0,8",,U,,,,,,,,,,,"Revbensfragment frĺn svin, höger sida, juvenil",,935
936,2023-05-16,FM,Tyringe skola,5A+B,Fisk (Pisces),Obestämd,,,Okänd,1,"0,1",,,,,,,,,,,,,Obestämbart fiskfragment,,936
937,2023-05-16,FM,Tyringe skola,5A+B,Svin (Sus sp.),Os incisivum,,Sinister,Huvud,1,"0,2",,U,,< 1 mĺ,,,,,,,,,"Främre del av vänster överkäke frĺn spädgris, yngre än 30 dagar",,937
938,2023-09-20,FM,Hasslarödskolan,,Svin (Sus sp.),Scapula,,Sinister,Övre extremitet,1,"0,2",,U,,< 1 mĺ,,,,,,,,,"Skulderbladsfragment frĺn spädgris, yngre än 30 dagar",,938
939,2023-05-16,FM,Tyringe skola,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"0,6",,,,,,,,,G,,,,Grĺvitbränt fragment,,939
940,2023-05-16,FM,Tyringe skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,940
941,2023-03-28,EM,Tunaskolan,10A+B,Fĺr/get (Ovis/capra),Dens,M,,Tänder,1,"1,3",,,,,,,,,,,,,Molarfragment frĺn fĺr/get,,941
942,2023-03-28,EM,Tunaskolan,10A+B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,5",,,,,,,,,,,,,Tandfragment frĺn idisslare,,942
943,2023-03-28,EM,Tunaskolan,10A+B,Svin (Sus sp.),Dens,Incisive-,,Tänder,1,"0,5",,,,,,,,,,,,,Framtand frĺn svins underkäke,,943
944,2023-03-28,EM,Tunaskolan,10A+B,Svin (Sus sp.),Dens,Canine-,,Tänder,1,"0,5",,,,,M?,,,,,,,,"Svinbetefragment, okänd sida, läge och kön. Misstänker hane",,944
945,2023-03-28,EM,Tunaskolan,10A+B,Nötkreatur (Bos taurus),Dens,M,,Tänder,1,"3,5",,,,,,,,,,,,,Molarfragment frĺn nötkreatur,,945
946,2023-03-28,EM,Tunaskolan,10A+B,Nötkreatur (Bos taurus),Dens,PM3+,Sinister,Tänder,1,"6,8",,,,,,,,,,,,,Tredje premolar frĺn nötkreaturs vänstra överkäke,,946
947,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,947
948,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,6",,,,,,,,,,,,,Obestämbara fragment,,948
949,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,9",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,949
950,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,950
951,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,6",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,951
952,2023-08-26,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,952
953,2023-09-10,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,953
954,2023-09-10,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,954
955,2023-09-10,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,955
956,2023-09-10,EM,Ark.utg.familj,,Fisk (Pisces),Radii branchiostegal,,,Huvud,1,"<0,1",,,,,,,,,,,,,Ben frĺn gälbĺgen av okänd fiskart,,956
957,2023-09-10,EM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Obestämbart tandfragment,,957
958,2023-09-10,EM,Ark.utg.familj,,Svin (Sus sp.),Dens,,,Tänder,1,"1,2",,,Inget slitage,Ej frambrutit,,,,,,,,,"Svinmolarfragment, inget slitage ej frambrutit",,958
959,2023-09-10,EM,Ark.utg.familj,,Svin (Sus sp.),Dens,,,Tänder,1,"0,7",,,Inget slitage,Ej frambrutit,,,,,,,,,"Svinmolarfragment, inget slitage ej frambrutit",,959
960,2023-10-23,FM,Friskolan Boken,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,9",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,960
961,2023-10-23,FM,Friskolan Boken,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"2,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,961
962,2023-10-23,FM,Friskolan Boken,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,4",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,962
963,2023-10-23,FM,Friskolan Boken,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,3",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,963
964,2023-10-23,FM,Friskolan Boken,,Fĺr/get (Ovis/capra),Metapod,Distal epifys,,Nedre extremitet,1,"0,7",,,,,,,,,,H,,,Nedre ledyta av fĺr/gets mellanhands/fotben,,964
965,2023-10-23,FM,Friskolan Boken,,Obestämd,Obestämd,,,Okänd,1,"<0,1",,,,,,,,,,,,,Obestämbart fragment,,965
966,2023-10-23,FM,Friskolan Boken,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,6",,,,,,,,,,,,,Tandfragment frĺn idisslare,,966
967,2023-10-23,FM,Friskolan Boken,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,3",,,,,,,,,,,,,Svinmolarfragment,,967
968,2023-10-23,FM,Friskolan Boken,,Fĺr/get (Ovis/capra),Dens,M1-,Dexter,Tänder,1,"1,2",,,f,,,,,,,,,,Första molar frĺn fĺr/gets högra överkäke,,968
969,2023-10-10,FM,Ölyckeskolan,,Fĺr/get (Ovis/capra),Metacarpus,"Proximal epifys, diafys",Sinister,Nedre extremitet,1,"18,8",,F,,,,1,,,,M,,,Vänster mellanhandsben frĺn fĺr/get,,969
970,2023-10-10,FM,Ölyckeskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"2,8",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,970
971,2023-10-10,FM,Ölyckeskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,8",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,971
972,2023-10-10,FM,Ölyckeskolan,,Svin (Sus sp.),Dens,M,,Tänder,1,"<0,1",,,,,,,,,,,,,Svinmolarfragment,,972
973,2023-10-10,FM,Ölyckeskolan,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Tandfragment frĺn idisslare,,973
974,2023-05-08,FM,Tormestorps skola,,Däggdjur (Mammalia),Vertebra,,,Bĺl,1,"5,4",,,,,,,,,,H,,,"Kotfragment frĺn större däggdjur, kapad",,974
975,2023-05-08,FM,Tormestorps skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"9,4",,,,,,,,,,,,,Obestämbart fragment,,975
976,2023-05-08,FM,Tormestorps skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"8,2",,,,,,,,,,,,,Obestämbart fragment,,976
977,2023-07-14,FM,Ark.utg.familj,,Nötkreatur (Bos taurus),Costa,Corpus,,Bĺl,1,"5,6",,,,,,1,,,,,,,Revbensfragment frĺn nötkreatur,,977
978,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,2,,,,,,,,,,,,,Obestämbara fragment,,978
979,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,979
980,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"2,6",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,980
981,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,2,,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,981
982,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,7,"2,6",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,982
983,2023-07-14,FM,Ark.utg.familj,,Idisslare (Ruminantia),Dentes,,,Tänder,4,"2,8",,,,,,,,,,,,,Tandfragment frĺn idisslare,,983
984,2023-07-14,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,I2+,Dexter,Tänder,1,"1,1",,,,,,,,,,,,,Andra framtand frĺn svins högra underkäke,,984
985,2023-07-14,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,M,,Tänder,1,"1,3",,,Inget slitage,Ej frambrutit,,,,,,,,,"Svinmolarfragment, inget slitage ej frambrutit",,985
986,2023-07-14,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,PM,,Tänder,1,"0,1",,,,,,,,,,,,,Svinpremolarfragment,,986
987,2023-07-14,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,Canine,,Tänder,1,"0,9",,,,,,,,,,,,,"Svinbetefragment, okänd sida, läge och kön",,987
988,2023-07-14,FM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Obestämbart tandfragment,,988
989,2023-07-14,FM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Dens,M1+,Sinister,Tänder,1,"5,6",,,,,,,,,,,,,Första molar frĺn fĺr/gets vänstra överkäke,,989
990,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,8",,,,,,,,,,,Ja,,Bearbetat benfragment frĺn däggdjur,,990
991,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,5",,,,,,,,,,,,,Obestämbara fragment,,991
992,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"1,2",,,,,,,,,,C,,,"Revbensfragment frĺn däggdjur, troligen fĺr/get. Skärspĺr",,992
993,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,8",,,,,,,,,R,,,,Rödbrunbränt fragment,,993
994,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"0,6",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,994
995,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"2,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,995
996,2023-07-28,FM,Ark.utg.familj,,Svin (Sus sp.),Ulna,Distal epifys,Dexter,Övre extremitet,1,1,,U,,,,,,,,,,,Nedre epifys av svins högra armbĺgsben,,996
997,2023-07-28,FM,Ark.utg.familj,,Katt (Felis catus),Vertebrae caudalis,Komplett,,Bĺl,1,"0,2",,,,,,,,,,,,,Första svanskotan frĺn katt,,997
998,2023-07-28,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,7",,,,,,,,,,,,,Svinmolarfragment,,998
999,2023-07-28,FM,Ark.utg.familj,,Nötkreatur (Bos taurus),Dens,Incisive,Sinister,Tänder,1,"1,8",,,,,,,,,,,,,Framtand frĺn nötkreatur,,999
1000,2023-07-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Tänder,1,"<0,1",,,,,,,,,,,Kanske,,"Obestämbart tandfragment, osäker om det är bearbetat",Möjligt bestämbar,1000
1001,2023-08-05,EM,Ark.utg.familj,,Sork (Microtus),Dens,M,,Tänder,1,"<0,1",,,,,,,,,,,,,Tand frĺn sork,,1001
1002,2023-08-05,EM,Ark.utg.familj,,Idisslare (Ruminantia),Dentes,,,Tänder,4,"1,4",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1002
1003,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,5",,,,,,,,,,,,,Obestämbart tandfragment,,1003
1004,2023-08-05,EM,Ark.utg.familj,,Svin (Sus sp.),Dens,PM2-,,Tänder,1,"0,2",,,,,,,,,,,,,Svinpremolarfragment,,1004
1005,2023-08-05,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Dens,PM3+,Sinister,Tänder,1,"1,9",,,,,,,,,,,,,Tredje premolar frĺn fĺr/gets vänstra överkäke,,1005
1006,2023-08-05,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Dens,dPM2-,Dexter,Tänder,1,"<0,1",,,,,,,,,,,,,"Mjölktand, andra premolar frĺn fĺr/gets högra underkäke",,1006
1007,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,2,,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art. Möjligen kraniefragment",,1007
1008,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,4",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1008
1009,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"2,8",,,,,,,,,,"M, H",,,Obestämbart rörbensfragment. Märgspaltad och kapad,,1009
1010,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,6",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1010
1011,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1011
1012,2023-08-05,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Costa,Corpus,,Bĺl,1,"0,4",,,,,,,,,,,,,Revbensfragment frĺn fĺr/get,,1012
1013,2023-08-05,EM,Ark.utg.familj,,Svin (Sus sp.),Phalange distale,Komplett,,Nedre extremitet,1,"1,2","DSL 23,58; Ld 21,42; MBS 8,31",,,,,,,,,,,,Tredje falang frĺn ung svin,,1013
1014,2023-08-05,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"8,1",,,,,,,,,,,,,Obestämbart fragment,,1014
1015,2023-05-15,FM,Gärsnärskola,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"3,6",,,,,,,,Kanske gnagare,,C,,,"Obestämbart rörbensfragment, skärspĺr. Möjlig gnagspĺr",,1015
1016,2023-05-15,FM,Gärsnärskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,6",,,,,,,,,,,,,Obestämbart fragment,,1016
1017,2023-05-15,FM,Gärsnärskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,,,,,Obestämbart fragment,,1017
1018,2023-05-15,FM,Gärsnärskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,7",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1018
1019,2023-05-15,FM,Gärsnärskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1019
1020,2023-05-15,FM,Gärsnärskola,,Svin (Sus sp.),Phalange intermedia,,,Nedre extremitet,1,"0,9",,,,,,,,,W,,,,"Vitbränt andra falang frĺn svin, kapad pĺ vertikalt pĺ mitten ",,1020
1021,2023-08-13,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,,,Ja,,Bearbetat benfragment frĺn däggdjur,,1021
1022,2023-08-13,EM,Ark.utg.vuxna,,Svin (Sus sp.),Dentes,M,,Tänder,2,"0,5",,,,,,,,,,,,,Svinmolarfragment,,1022
1023,2023-05-20,FM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,2",,,,,,,,,,,,,Obestämbart fragment,,1023
1024,2023-05-20,FM,Ark.utg.familj,,Däggdjur (Mammalia),Dens,,,Okänd,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,1024
1025,2023-05-20,FM,Ark.utg.familj,,Nötkreatur (Bos taurus),Dens,PM,,Tänder,1,"0,7",,,,,,,,,,,,,"Premolarfragment frĺn nötkreatur, troligen mjölktand",,1025
1026,2023-11-06,EM,Gunnesboskolan,12A,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,Y,,,,"Gulbrända fragment, okänd art",,1026
1027,2023-11-06,EM,Gunnesboskolan,12A,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1027
1028,2023-11-06,EM,Gunnesboskolan,12A,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1028
1029,2023-11-06,EM,Gunnesboskolan,12A,Fĺr/get (Ovis/capra),Tarsalia II-III,Komplett,Dexter,Nedre extremitet,1,"0,4",,,,,,,,,W,,,,"Fotrotsben frĺn fĺr/get, höger, vitbränd",,1029
1030,2023-11-07,EM,Parkskolan,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,2",,,,,,,,,,,,,Svinmolarfragment,,1030
1031,2023-11-07,EM,Parkskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,3",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,1031
1032,2023-11-07,EM,Parkskolan,,Fĺr/get (Ovis/capra),Metapod,,,Nedre extremitet,1,"0,4",,,,,,,,,,,,,Fragment av mellanhand/fotben frĺn fĺr/get,,1032
1033,2023-07-22,EM,Ark.utg.familj,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"0,7",,,,,,,Ja,,,,,,Obestämbart revbensfragment,,1033
1034,2023-07-22,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1034
1035,2023-07-22,EM,Ark.utg.familj,,Däggdjur (Mammalia),Costa,Costa,,Bĺl,1,"1,4",,U,,,,,,,,,,,"Obestämbart revbensfragment, juvenil",,1035
1036,2023-05-23,FM,Lĺngaröds skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1036
1037,2023-05-23,FM,Lĺngaröds skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1037
1038,2023-05-23,FM,Lĺngaröds skola,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"0,4",,,,,,,,,W,,,,"Vitbränt revbensfragment, okänd art",,1038
1039,2023-05-23,FM,Lĺngaröds skola,,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,4",,,,,,,,,,,,,Obestämbara tandfragment,,1039
1040,2023-05-23,FM,Lĺngaröds skola,,Sork (Microtus),Dens,M,,Tänder,1,"<0,1",,,,,,,,,,,,,Tand frĺn sork,,1040
1041,2023-05-23,FM,Lĺngaröds skola,,Svin (Sus sp.),Dens,PM2-,Dexter,Tänder,1,"0,5",,,,,,,,,,,,,Andra premolar frĺn svins högra underkäke,,1041
1042,2023-05-23,FM,Lĺngaröds skola,,Fĺr/get (Ovis/capra),Costa,"Collum, corpus",,Bĺl,1,"0,4",,,,,,1,,,,,,,Revbensfragment frĺn fĺr/get,,1042
1043,2023-05-23,FM,Lĺngaröds skola,,Fĺgel (Aves),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,,,,,Obestämbart fĺgelbensfragment,,1043
1044,2023-05-23,FM,Lĺngaröds skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"2,2",,,,,,,,,,H,,,"Obestämbart fragment frĺn däggdjur, hugg/kapad",,1044
1045,2023-09-04,EM,BMLS-skolan,5A+B,Svin (Sus sp.),Metapod,Distal epifys,,Nedre extremitet,1,"0,3",,U,,< 2 ĺr / < 2 ĺr 3 mĺ,,,,,G,,,,"Grĺbränt mellanhands/fotbenfragment frĺn svin, juvenil individ",,1045
1046,2023-09-04,EM,BMLS-skolan,5A+B,Fisk (Pisces),Obestämd,,,Okänd,1,"0,1",,,,,,,,,,,,,Obestämbart fiskfragment,,1046
1047,2023-09-04,EM,BMLS-skolan,5A+B,Däggdjur (Mammalia),Os longum,,,Okänd,1,"1,4",,,,,,,,,Y,,,,"Gulbränt rörbensfragment, okänd art",,1047
1048,2023-09-04,EM,BMLS-skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,6",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1048
1049,2023-09-04,EM,BMLS-skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,G,,,,"Grĺbränt fragment, okänd art",,1049
