csvbase_row_id,Datum,Förmiddag / Eftermiddag,Skola / Grupp,Klass,Art,Element,Del,Sida,Region,Antal fragment,Vikt (g),Mĺtt (mm),Fusionering,Tandslitage ,Ĺlder,Kön,Weathering,Trampling,Gnag,Eldpĺverkan,Slaktspĺr,Bearbetning,Patologi,Kommentar,Övrigt,col26
146,2023-05-02,FM,Antonskolan Österäng,,Däggdjur (Mammalia),Vertebra,Processus articularis,,Bĺl,1,"3,7",,,,,,,,,,,,,Kotfragment frĺn däggdjur. Möjligen svin eller nötkreatur,,146
147,2023-05-02,FM,Antonskolan Österäng,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"1,3",,,,,,,,,,C,,,Obestämbart revbensfragment med skärspĺr,,147
148,2023-05-02,FM,Antonskolan Österäng,,Nötkreatur (Bos taurus),Carpe accessorium,Komplett,Sinister,Nedre extremitet,1,"7,5",,,,,,,,,,,,,"Handlovsben frĺn vuxen nötkreatur, vänster sida",,148
149,2023-03-28,EM,Tunaskolan,10A+B,Nötkreatur (Bos taurus),Phalange proximale,Komplett,,Nedre extremitet,1,"15,5","GLpe 50,81; Bp 22,81; SD 20,52; Bd 23,00",F,,"> 1,5 ĺr",,1,,,,,,,Första falang frĺn vuxen nötkreatur,,149
150,2023-03-28,EM,Tunaskolan,10A+B,Nötkreatur (Bos taurus),Phalange proximale,Komplett,,Nedre extremitet,1,"21,2","GLpe 53,44; Bp 24,04; SD 21,71; Bd 24,55",,,,,,,,Y,,,,Första falang frĺn vuxen nötkreatur. Gulbränt ,,150
151,2023-03-28,EM,Tunaskolan,10A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,151
152,2023-03-28,EM,Tunaskolan,10A+B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"23,9",,,,,,,,,,,,,Obestämbart rörbensfragment. Troligen femur eller humerus frĺn stort djur,,152
153,2023-04-25,FM,Hagalundskolan,,Obestämd,Obestämd,,,Okänd,1,"0,2",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,153
154,2023-04-25,FM,Hagalundskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"2,7",,,,,,,,,,,,,Obestämbara fragment,,154
155,2023-04-25,FM,Hagalundskolan,,Nötkreatur (Bos taurus),Os malleolare,Komplett,Sinister,Nedre extremitet,1,"5,8",,,,,,,,,B,C,,,"Vänster fotknölsben frĺn nötkreatur, skärspĺr och svartbränt",,155
156,2023-04-25,FM,Hagalundskolan,,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,9",,,,,,,,,,,,,Tandfragment frĺn idisslare,,156
157,2023-04-25,FM,Hagalundskolan,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,6",,,,,,,,,,,,,Obestämbara tänder,,157
158,2023-04-25,FM,Hagalundskolan,,Fĺr/get (Ovis/capra),Dens,dPM2+,Sinister,Tänder,1,"0,3",,,,,,,,,,,,,Andra mjölkpremolar frĺn fĺr/gets vänstra överkäke,,158
159,2023-04-25,FM,Hagalundskolan,,Nötkreatur (Bos taurus),Dens,dPM1-,Sinister,Tänder,1,"1,5",,,Inget slitage,Ej frambrutit,,,,,,,,,"Mjölktand frĺn nötkreatur, första premolar vänster underkäke, inget slitage, rötterna avbrutna",,159
160,2023-04-25,FM,Hagalundskolan,,Svin (Sus sp.),Femur,Caput femori,,Övre extremitet,1,"2,6",,Proximal: U; Distal: n/a,,"< 3,5 ĺr",,,,,,,,,"Lĺrbenshuvudet (möjligen vänster) frĺn svin, juvenil individ",,160
161,2023-04-25,FM,Hagalundskolan,,Svin (Sus sp.),Os temporale,"Bulla tympanica, pars petrosa, processus zygomaticum",Sinister,Huvud,1,"10,2",,Fuc-,,,,,,,,,,,"Skallfragment, vänster tinningbenet frĺn svin",,161
162,2023-04-25,FM,Hagalundskolan,,Obestämd,Cranium,,,Huvud,1,"0,9",,,,,,,,,,,,,"Obestämbart kraniumfragment, möjlig fĺgel",,162
163,2023-05-31,FM,Friskolan Boken,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,4",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,163
164,2023-05-31,FM,Friskolan Boken,,Däggdjur (Mammalia),Costa,,,Bĺl,1,"0,5",,,,,,,,,,C,,,Obestämbart revbensfragment med skärspĺr,,164
165,2023-05-31,FM,Friskolan Boken,,Däggdjur (Mammalia),Dentes,,,Tänder,4,"0,7",,,,,,,,,,,,,Obestämbara tandfragment,,165
166,2023-05-31,FM,Friskolan Boken,,Mus (Mus),"Mandibula, dentes","Corpus, ramus",Dexter,Huvud,1,<1,,,,,,,,,,,,,Höger underkäke frĺn mus,,166
167,2023-05-31,FM,Friskolan Boken,,Svin (Sus sp.),Phalange proximale,"Diafys, distal epifys",,Nedre extremitet,1,"4,6",,U,,< 2 ĺr,,,,,,,,,"Första falang frĺn svin, juvenil individ under 2 ĺr",,167
168,2023-05-31,FM,Friskolan Boken,,Däggdjur (Mammalia),Vertebra,,,Bĺl,1,"0,8",,,,,,,,,,,,,Obestämbart kotfragment,,168
169,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"3,8",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,169
170,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,170
171,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,9",,,,,,,,,G,,,,"Grĺbränt fragment, okänd art",,171
172,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,5",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,172
173,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,173
174,2023-09-13,FM,Hasslarödskolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,8",,,,,,,,,,,,,Tandfragment frĺn idisslare,,174
175,2023-09-13,FM,Hasslarödskolan,5A+B,Svin (Sus sp.),Dens,,,Tänder,1,"0,4",,,,,,,,,,,,,Svintandfragment,,175
176,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Vertebrae lumbalis,Processus articularis craniale,,Bĺl,1,"4,2",,,,,,,,,,,,,"Ländkotfragment, ledyta, frĺn stort däggdjur",,176
177,2023-09-13,FM,Hasslarödskolan,5A+B,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,1,,,,,,,,,B,,,,Sesamben frĺn nötkreatur,,177
178,2023-09-13,FM,Hasslarödskolan,5A+B,Katt (Felis catus),Astragalus,Komplett,Sinister,Nedre extremitet,1,"0,4",,,,,,,,,,,,,Sprĺngbenet frĺn en katts vänster fot,,178
179,2023-09-13,FM,Hasslarödskolan,5A+B,Däggdjur (Mammalia),Phalange proximale,Diafys,,Nedre extremitet,1,"0,3",,U,,,,,,,,,,,"Obestämd falang frĺn foster, okänd art",Möjligt bestämbar,179
180,2023-09-13,FM,Hasslarödskolan,5A+B,Rĺtta (Rattus),Scapula,"Cavitas glenoidalis, processus coracoideus, angulus lateralis",Sinister,Övre extremitet,1,"<0,1",,,,,,,,,,,,,"Skulderbladsfragment frĺn rĺtta, vänster",,180
181,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,5,"1,7",,,,,,,,,,,,,Obestämbara tandfragment,,181
182,2023-04-18,EM,Enebackeskolan,5A+B,Svin (Sus sp.),Dentes,M,,Tänder,3,"2,6",,,,,,,,,,,,,"Svintandfragment, molar",,182
183,2023-04-18,EM,Enebackeskolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"1,1",,,,,,,,,,,,,Tandfragment frĺn idisslare,,183
184,2023-04-18,EM,Enebackeskolan,5A+B,Nötkreatur (Bos taurus),Dens,M,,Tänder,1,"1,8",,,,,,,,,,,,,Molarfragment frĺn nötkreatur,,184
185,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Revben,,,Bĺl,1,"0,9",,,,,,,,,B,,,,"Svartbränt revbensfragment, okänd art",,185
186,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"3,1",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,186
187,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Revben,,,Bĺl,1,"0,2",,,,,,,,,W,,,,"Vitbränt revfragment, okänd art",,187
188,2023-04-18,EM,Enebackeskolan,5A+B,Svin (Sus sp.),MC3,"Proximal epifys, proximal diafys",Dexter,Nedre extremitet,1,"4,9",,,,,,,,,B,,,,"Mellanhandsfragment frĺn svin, svartbränt",,188
189,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"6,2",,,,,,,,,,,,,Obestämbara fragment,,189
190,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,2",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,190
191,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"4,2",,,,,,,,,R,,,,"Rödbrunbränt fragment, möjlig skulderblad eller höftled",,191
192,2023-04-18,EM,Enebackeskolan,5A+B,Fĺr/get (Ovis/capra),Costa,,,Bĺl,1,"0,7",,,,,,,,,,,,,Fĺr/get revbensfragment,,192
193,2023-04-18,EM,Enebackeskolan,5A+B,Fĺgel (Aves),Phalange proximale,"Diafys, distal epifys",,Nedre extremitet,1,"0,3",,Proximal: U; Distal: F,,,,,,,,,,,"Första falang frĺn fĺgel. Stor vattenfĺgel, kanske svan",Möjligt bestämbar,193
194,2023-04-18,EM,Enebackeskolan,5A+B,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,2,,,,,,,,,Y,,,,"Sesamben frĺn nötkreatur, gulbränt",,194
195,2023-04-18,EM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Vertebra,Processus spinosus,,Bĺl,1,"0,6",,,,,,,,,,,,,Obestämbart kotfragment,,195
196,2023-04-18,EM,Enebackeskolan,5A+B,Gnagare (Rodentia),Femur,"Proximal epifys, proximal diafys",Sinister,Övre extremitet,1,"<0,1",,,,,,,,,,,,,"Lĺrbensfragmrent frĺn gnagare, vänster sida",,196
197,2023-04-18,EM,Enebackeskolan,5A+B,Svin (Sus sp.),Scapula,"Cavitas glenoidalis, collum",Sinister,Övre extremitet,1,"10,2",,,,,,1,,,,,,,"Skulderblads fragment frĺn svin, vänster sida","Bör analyseras igen, osäker art",197
198,2023-04-18,EM,Enebackeskolan,5A+B,Svin (Sus sp.),Os temporale,Pars petrosa,Sinister,Huvud,1,"0,5",,,,,,,,,,,,,"Inre del av tinningbenet frĺn svin, vänster",,198
199,2023-04-18,EM,Enebackeskolan,5A+B,Människa (Homo sapiens),Vertebrae lumbalis,"Corpus, pediculus arcus vertebrae, processus articularis superior",,Bĺl,1,"8,4",,,,,,,,,,,,,Ländkotfragment frĺn människa. Möjligt L2,,199
200,2023-04-18,EM,Enebackeskolan,5A+B,Obestämd,Obestämd,Diafys,,Okänd,1,"0,3",,,,,,,,,,,,,"Obestämbart fragment, okänd art. Möjlig hyoideum frĺn fĺr/get eller fĺgelben",Möjligt bestämbar,200
201,2023-03-27,FM,Sätoftaskolan,5B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,2,"6,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,201
202,2023-03-27,FM,Sätoftaskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"2,1",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,202
203,2023-03-27,FM,Sätoftaskolan,5B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,6",,,,,,,,,,,,,Obestämbart tandfragment,,203
204,2023-03-27,FM,Sätoftaskolan,5B,Svin (Sus sp.),Dens,PM4+,Dexter,Tänder,1,"2,3",,,,,,,,,,,,,Fjärde premolar frĺn svins högra överkäke,,204
205,2023-03-27,FM,Sätoftaskolan,5B,Nötkreatur (Bos taurus),Dens,PM4+,Dexter,Tänder,1,"7,1",,,,,,,,,,,,,Fjärde premolar frĺn nötkreaturs högra överkäke,,205
206,2023-03-27,FM,Sätoftaskolan,5B,Fĺr/get (Ovis/capra),Dens,M1+,Sinister,Tänder,1,3,,,,,,,,,,,,,Första molar frĺn fĺr/gets vänstra överkäke,,206
207,2023-03-27,FM,Sätoftaskolan,5B,Fĺr/get (Ovis/capra),Dens,M3+,Dexter,Tänder,1,"5,3",,,,,,,,,,,,,Tredje molar frĺn fĺr/gets högra överkäke,,207
208,2023-03-27,FM,Sätoftaskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"42,2",,,,,,,,,,,,,Obestämbara fragment,,208
209,2023-03-27,FM,Sätoftaskolan,5B,Nötkreatur (Bos taurus),Metatarsus,Proximal-medial facies articularis,Sinister,Nedre extremitet,1,"6,7",,F,,,,,,,,,,,Övre del frĺn mellanfotsbenet frĺn nötkreatur,,209
210,2023-03-27,FM,Sätoftaskolan,5B,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"6,1",,,,,,,,,B,,,,"Svartbränt revbensfragment, stort däggdjur. Fläckvis bränt",,210
211,2023-03-27,FM,Sätoftaskolan,5B,Katt (Felis catus),Calcaneus,Komplett,Sinister,Nedre extremitet,1,"0,7",,F,,,,,,,,,,,Vänster hälben frĺn katt,,211
212,2023-03-27,FM,Sätoftaskolan,5B,Gnagare (Rodentia),Femur,"Proximal epifys, diafys, distal diafys",Dexter,Övre extremitet,1,"0,1",,F,,,,,,,,,,,"Lĺrbensfragmrent frĺn gnagare, höger sida",,212
213,2023-03-27,FM,Sätoftaskolan,5B,Obestämd,Obestämd,,,Okänd,1,"0,9",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,213
214,2023-10-16,FM,Väskolan,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"0,3",,,,,,,,,B,,,,"Svartbränt revbensfragment, okänd art",,214
215,2023-10-16,FM,Väskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,1",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,215
216,2023-10-16,FM,Väskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,1,,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,216
217,2023-10-16,FM,Väskolan,,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,2,,,,,,,,,,,,,Sesamben frĺn nötkreatur,,217
218,2023-10-16,FM,Väskolan,,Obestämd,Dentes,,,Tänder,3,"0,9",,,,,,,,,,,,,Obestämbara tandfragment,,218
219,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"7,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,219
220,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Costa,,,Bĺl,1,"0,3",,,,,,,,,B,,,,"Svartbränt revbensfragment, okänd art",,220
221,2023-10-11,FM,Norrevĺngskolan,,Obestämd,Obestämd,,,Okänd,1,"<0,1",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,221
222,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"2,9",,,,,,,,,R,,,,"Rödbrunbränt rörbensfragment, okänd art",,222
223,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"2,7",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,223
224,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,224
225,2023-10-11,FM,Norrevĺngskolan,,Idisslare (Ruminantia),Dentes,,,Tänder,5,"2,6",,,,,,,,,,,,,Tandfragment frĺn idisslare,,225
226,2023-10-11,FM,Norrevĺngskolan,,Svin (Sus sp.),Dentes,,,Tänder,3,"1,3",,,,,,,,,,,,,Svintandfragment,,226
227,2023-10-11,FM,Norrevĺngskolan,,Svin (Sus sp.),Dens,Incisive,,Tänder,1,1,,,,,,,,,,,,,"Svintandfragment, framtand",,227
228,2023-10-11,FM,Norrevĺngskolan,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,5",,,,,,,,,,,,,Obestämbara tandfragment,,228
229,2023-10-11,FM,Norrevĺngskolan,,Svin (Sus sp.),Dens,dPM1-,Dexter,Tänder,1,"0,4",,,,,,,,,,,,,"Mjölktand, första premolar frĺn svin",,229
230,2023-10-11,FM,Norrevĺngskolan,,Svin (Sus sp.),Calcaneus,Tuber calcanei,Dexter,Nedre extremitet,1,"1,5",,U,,"< 2-2,5 ĺr",,,,,,,,,Bakre ledyta av hälben frĺn ung svin,,230
231,2023-10-11,FM,Norrevĺngskolan,,Fĺr/get (Ovis/capra),Centrotarsale,Komplett,Sinister,Nedre extremitet,1,"2,4",,,,,,,,,Y,,,,"Fotrotsben frĺn fĺr/get, vänster bakfot, gulbränt",,231
232,2023-09-16,EM,Ark.utg.familj,,Gnagare (Rodentia),Femur,"Proximal epifys, proximal diafys",Dexter,Övre extremitet,1,"0,2",,F,,,,,,,,,,,"Lĺrbensfragmrent frĺn gnagare, höger sida",,232
233,2023-10-19,FM,Rökeskolan,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"0,4",,,,,,,,,B,,,,"Svartbränt rörbensfragment, okänd art",,233
234,2023-10-19,FM,Rökeskolan,,Däggdjur (Mammalia),Costa,,,Bĺl,1,"0,5",,,,,,,,,G,,,,"Grĺbränt revbensfragment, okänd art",,234
235,2023-10-19,FM,Rökeskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,235
236,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"2,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,236
237,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,237
238,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"0,8",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,238
239,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,239
240,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"1,6",,,,,,,,,,,,,Obestämbart revbensfragment,,240
241,2023-11-06,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Dentes,,,Tänder,4,"0,9",,,,,,,,,,,,,Obestämbara tandfragment,,241
242,2023-11-06,EM,Hubertusgĺrden,,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,6",,,,,,,,,,,,,Tandfragment frĺn idisslare,,242
243,2023-11-06,EM,Hubertusgĺrden,,Svin (Sus sp.),Dens,PM3+,Dexter,Tänder,1,"1,6",,,,,,,,,B,,,,"Tredje premolar frĺn svins högra överkäke, svartbränt",,243
244,2023-05-03,FM,Snapphaneskolan,5B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,9",,,,,,,,,,,,,Svinmolarfragment,,244
245,2023-05-03,FM,Snapphaneskolan,5B,Svin (Sus sp.),Dens,Canine-,Sinister,Tänder,1,"3,1",,,,,M,,,,,,,,"Svinbetefragment, vänster underkäke, hane/galt",,245
246,2023-05-03,FM,Snapphaneskolan,5B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"1,4",,,,,,,,,R,,,,"Rödbrunbränt rörbensfragment, okänd art",,246
247,2023-05-03,FM,Snapphaneskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,9",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,247
248,2023-05-03,FM,Snapphaneskolan,5B,Däggdjur (Mammalia),Maxilla,Alveoli dentale,,Huvud,1,"1,1",,,,,,,,,R,,,,"Rödbrunbränt överkäksfragment, okänd art",,248
249,2023-05-03,FM,Snapphaneskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,7",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,249
250,2023-09-12,FM,Helgedalskolan,5A+B,Svin (Sus sp.),Dens,PM3+,Dexter,Tänder,1,"0,7",,,,,,,,,,,,,Tredje premolar frĺn svins högra överkäke,,250
251,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,4,4,,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,251
252,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,2",,,,,,,,,B,,,,"Svartbränt tandfragment, okänd art",,252
253,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,253
254,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,8",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,254
255,2023-10-16,FM,Barsebäck Montessori,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,5",,,,,,,,,,,,,Tandfragment frĺn idisslare,,255
256,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,6",,,,,,,,,,,,,Obestämbart tandfragment,,256
257,2023-10-16,FM,Barsebäck Montessori,,Fĺr/get (Ovis/capra),Dens,I2-,Dexter,Tänder,1,"0,5",,,,,,,,,,,,,"Framtandsfragment frĺn fĺr/get, höger underkäke",,257
258,2023-10-16,FM,Barsebäck Montessori,,Svin (Sus sp.),Dens,dIncisive,,Tänder,1,"0,2",,,,,,,,,,,,,Mjölkframtandsfragment frĺn svin,,258
259,2023-10-16,FM,Barsebäck Montessori,,Nötkreatur (Bos taurus),Dens,PM3-,Dexter,Tänder,1,"4,8",,,,,,,,,,,,,Tredje premolar frĺn nötkreaturs högra underkäke,,259
260,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"5,3",,,,,,,,,,"C, H",,,"Revbenfragment frĺn däggdjur, kanske svin",,260
261,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Os temporale,Pars petrosa,Dexter,Huvud,1,"1,6",,,,,,,,,,,,,"Inre del av tinningbenet (pars petrosa) frĺn okänd art, troligen svin men referensmaterialet var otillräcklig",Möjligt bestämbar,261
262,2023-10-16,FM,Barsebäck Montessori,,Fĺgel (Aves),Phalanx proximalis digiti majoris,Komplett,,Nedre extremitet,1,"<0,1",,,,,,,,,,,,,Falang frĺn vingen av okänd fĺgelart,Möjligt bestämbar,262
263,2023-10-16,FM,Barsebäck Montessori,,Däggdjur (Mammalia),Obestämd,Proximal diafys,,Övre extremitet,1,"16,6",,U,,,,,,,,,,,"Obestämbart rörbensfragment. Troligen femur eller humerus frĺn nötkreatur eller häst, ung individ",,263
264,2023-06-17,EM,Ark.utg.vuxna,,Hjortdjur (Cervidae),Cornu,,,Huvud,1,"1,5",,,,,,,,,,,Ja,,Bearbetat hornfragment frĺn hjortdjur,,264
265,2023-06-17,EM,Ark.utg.vuxna,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,,,,,Obestämbart fragment frĺn däggdjur,,265
266,2023-06-17,EM,Ark.utg.vuxna,,Fĺgel (Aves),Os longum,Diafys,,Okänd,1,"<0,1",,,,,,,,,,,,,"Rörbensfragment frĺn fĺgel, okänd art",,266
267,2023-06-17,EM,Ark.utg.vuxna,,Gnagare (Rodentia),Tibia,"Diafys, distal epifys",Dexter,Övre extremitet,1,"<0,1",,F,,,,,,,,,,,Höger skenben frĺn gnagare,,267
268,2023-04-20,FM,Stobyskolan,,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"0,8",,,,,,,,,R,,,,"Rödbrunbränt rörbensfragment, okänd art",,268
269,2023-04-20,FM,Stobyskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,269
270,2023-04-20,FM,Stobyskolan,,Däggdjur (Mammalia),Dens,,,Tänder,1,"<0,1",,,,,,,,,,,,,Obestämbart tandfragment,,270
271,2023-04-20,FM,Stobyskolan,,Fĺr/get (Ovis/capra),Dens,M2+,Dexter,Tänder,1,"6,4",,,,,,,,,,,,,Andra molar frĺn fĺr/gets högra överkäke,,271
272,2023-04-20,FM,Stobyskolan,,Fĺr/get (Ovis/capra),Dens,PM3-,Sinister,Tänder,1,"0,7",,,,,,,,,,,,,Tredje premolar frĺn fĺr/gets vänstra underkäke,,272
273,2023-04-20,FM,Stobyskolan,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,273
274,2023-04-20,FM,Stobyskolan,,Däggdjur (Mammalia),Mandibula,"Corpus, alveoli dentale",,Huvud,1,"6,1",,,,,,1,Ja,,,,,,"Underkäksfragment frĺn större däggdjur, sannolikt nötkreatur",,274
275,2023-04-20,FM,Stobyskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,9",,,,,,2,,,,,,,Obestämbart fragment frĺn däggdjur,,275
276,2023-04-20,FM,Stobyskolan,,Nötkreatur (Bos taurus),Os temporale,Pars petrosa,Dexter,Huvud,1,"7,3",,,,,,,,,,,,,Inre del av högra tinningbenet frĺn nötkreatur,,276
277,2023-05-09,EM,IES Hässleholm,5B,Däggdjur (Mammalia),Dens,,,Tänder,1,"1,1",,,,,,,,,B,S,,,"Svartbränt tandfragment, okänd art. Sĺgad",,277
278,2023-05-09,EM,IES Hässleholm,5B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"0,6",,,,,,,,,B,,,,"Svartbränt rörbensfragment, okänd art",,278
279,2023-05-09,EM,IES Hässleholm,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,6",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,279
280,2023-05-09,EM,IES Hässleholm,5B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Obestämbart tandfragment,,280
281,2023-05-09,EM,IES Hässleholm,5B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,281
282,2023-05-09,EM,IES Hässleholm,5B,Svin (Sus sp.),Dentes,M,,Tänder,2,"1,7",,,,,,,,,,,,,"Svintandfragment, molar",,282
283,2023-05-09,EM,IES Hässleholm,5B,Hjortdjur (Cervidae),Dens,Incisive,Dexter,Tänder,1,"0,5",,,,,,,,,,,,,Framtand frĺn hjortdjurs vänster underkäke. Sannolikt kron- eller dovhjort,,283
284,2023-05-09,EM,IES Hässleholm,5B,Fĺr/get (Ovis/capra),Os sesamoideum,Komplett,,Nedre extremitet,1,"0,2",,,,,,,,,,,,,Sesamben frĺn fĺr/get,,284
285,2023-05-09,EM,IES Hässleholm,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"8,4",,,,,,,,,,,,,Obestämbart fragment frĺn däggdjur,,285
